id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
630120,EEE,2014B,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
630416,EEE,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
630514,EEE,2014B,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
630540,EEE,2014B,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
630573,EEE,2014B,M,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
630980,EEE,2014B,M,South West Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn
631051,EEE,2014B,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
631657,EEE,2014B,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
631807,EEE,2014B,M,East Midlands Region,HE Qualification,20-30%,35-55,0,30,N,Withdrawn
632133,EEE,2014B,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
632135,EEE,2014B,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
632312,EEE,2014B,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
632329,EEE,2014B,M,London Region,No Formal quals,10-20,35-55,0,30,N,Withdrawn
632376,EEE,2014B,M,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn
632780,EEE,2014B,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
632889,EEE,2014B,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
633530,EEE,2014B,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
633859,EEE,2014B,M,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
634083,EEE,2014B,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
634578,EEE,2014B,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
1644328,EEE,2014B,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
1664171,EEE,2014B,M,North Western Region,Lower Than A Level,50-60%,35-55,0,90,Y,Withdrawn
1664810,EEE,2014B,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
1683692,EEE,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
1863564,EEE,2014B,M,North Region,HE Qualification,0-10%,35-55,0,60,N,Withdrawn
1878160,EEE,2014B,M,South Region,A Level or Equivalent,70-80%,35-55,1,150,N,Withdrawn
2188680,EEE,2014B,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
2295254,EEE,2014B,M,North Western Region,HE Qualification,10-20,35-55,0,30,N,Withdrawn
2329539,EEE,2014B,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
2384615,EEE,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,1,150,N,Withdrawn
2388492,EEE,2014B,F,Scotland,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn
2520067,EEE,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Withdrawn
2554047,EEE,2014B,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
2569912,EEE,2014B,M,Ireland,A Level or Equivalent,,0-35,0,60,N,Withdrawn
2619011,EEE,2014B,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn
46048,EEE,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn
70827,EEE,2014J,M,East Midlands Region,HE Qualification,30-40%,0-35,0,210,N,Withdrawn
121163,EEE,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn
124711,EEE,2014J,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,Withdrawn
128817,EEE,2014J,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn
164708,EEE,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
174512,EEE,2014J,M,West Midlands Region,Lower Than A Level,90-100%,0-35,1,90,N,Withdrawn
177186,EEE,2014J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
247653,EEE,2014J,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
255449,EEE,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,1,30,N,Withdrawn
270764,EEE,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
293321,EEE,2014J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
302363,EEE,2014J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn
316454,EEE,2014J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn
322641,EEE,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
325518,EEE,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
331622,EEE,2014J,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn
336014,EEE,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
337741,EEE,2014J,M,London Region,Lower Than A Level,30-40%,0-35,0,50,N,Withdrawn
372577,EEE,2014J,M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn
382432,EEE,2014J,M,South West Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn
388252,EEE,2014J,M,West Midlands Region,Lower Than A Level,70-80%,0-35,1,30,N,Withdrawn
390332,EEE,2014J,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
391572,EEE,2014J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
402906,EEE,2014J,M,London Region,HE Qualification,30-40%,0-35,0,30,N,Withdrawn
432484,EEE,2014J,M,Scotland,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn
434503,EEE,2014J,M,South East Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
443701,EEE,2014J,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
444814,EEE,2014J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
447659,EEE,2014J,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn
466430,EEE,2014J,M,South West Region,No Formal quals,30-40%,0-35,2,60,N,Withdrawn
490443,EEE,2014J,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
500440,EEE,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
501422,EEE,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
506618,EEE,2014J,M,South West Region,HE Qualification,60-70%,0-35,1,240,N,Withdrawn
510435,EEE,2014J,M,Wales,Lower Than A Level,50-60%,0-35,2,30,N,Withdrawn
516398,EEE,2014J,M,North Region,HE Qualification,,35-55,0,60,N,Withdrawn
520824,EEE,2014J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,30,N,Withdrawn
524431,EEE,2014J,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
529287,EEE,2014J,M,Scotland,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn
542167,EEE,2014J,M,Scotland,HE Qualification,50-60%,0-35,0,60,Y,Withdrawn
544071,EEE,2014J,M,South Region,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn
546400,EEE,2014J,F,Scotland,A Level or Equivalent,60-70%,0-35,2,60,N,Withdrawn
551117,EEE,2014J,M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn
551589,EEE,2014J,M,North Western Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
553753,EEE,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
554999,EEE,2014J,M,North Western Region,A Level or Equivalent,10-20,0-35,1,60,Y,Withdrawn
555051,EEE,2014J,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
558342,EEE,2014J,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,2,120,N,Withdrawn
560953,EEE,2014J,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
563534,EEE,2014J,M,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
564562,EEE,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
567681,EEE,2014J,M,Wales,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
567926,EEE,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
570278,EEE,2014J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn
570954,EEE,2014J,M,Scotland,Lower Than A Level,20-30%,35-55,1,60,Y,Withdrawn
572168,EEE,2014J,M,South Region,HE Qualification,50-60%,0-35,1,30,N,Withdrawn
572659,EEE,2014J,M,London Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
573503,EEE,2014J,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
573600,EEE,2014J,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
573922,EEE,2014J,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
582340,EEE,2014J,M,North Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn
583288,EEE,2014J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
585769,EEE,2014J,F,Scotland,Post Graduate Qualification,50-60%,0-35,1,60,N,Withdrawn
588058,EEE,2014J,M,South Region,Lower Than A Level,50-60%,35-55,0,180,Y,Withdrawn
592951,EEE,2014J,F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
596326,EEE,2014J,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
596423,EEE,2014J,M,South Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
596614,EEE,2014J,M,South Region,Lower Than A Level,60-70%,0-35,1,30,N,Withdrawn
596855,EEE,2014J,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
597166,EEE,2014J,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
597252,EEE,2014J,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
598573,EEE,2014J,F,Scotland,A Level or Equivalent,10-20,0-35,2,60,N,Withdrawn
600267,EEE,2014J,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn
600898,EEE,2014J,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
602150,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,2,30,N,Withdrawn
602745,EEE,2014J,M,Scotland,HE Qualification,60-70%,0-35,0,30,N,Withdrawn
604875,EEE,2014J,M,Wales,A Level or Equivalent,60-70%,35-55,1,30,N,Withdrawn
611971,EEE,2014J,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,60,N,Withdrawn
615429,EEE,2014J,M,North Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
620536,EEE,2014J,M,Ireland,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn
622890,EEE,2014J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
623757,EEE,2014J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
625288,EEE,2014J,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
627457,EEE,2014J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
627935,EEE,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
628366,EEE,2014J,M,Scotland,Lower Than A Level,40-50%,0-35,1,30,N,Withdrawn
628717,EEE,2014J,M,London Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
629421,EEE,2014J,M,East Anglian Region,HE Qualification,90-100%,0-35,1,120,N,Withdrawn
629852,EEE,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
631888,EEE,2014J,M,North Region,Lower Than A Level,,35-55,0,30,Y,Withdrawn
634655,EEE,2014J,M,London Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
634957,EEE,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
637292,EEE,2014J,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Withdrawn
637601,EEE,2014J,M,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
637846,EEE,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
639232,EEE,2014J,M,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn
640443,EEE,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
640658,EEE,2014J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
641716,EEE,2014J,M,Wales,Lower Than A Level,0-10%,0-35,0,90,Y,Withdrawn
641817,EEE,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn
642396,EEE,2014J,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
642512,EEE,2014J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn
643200,EEE,2014J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
643269,EEE,2014J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
643309,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
643755,EEE,2014J,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
644064,EEE,2014J,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
644163,EEE,2014J,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
644905,EEE,2014J,M,South East Region,HE Qualification,40-50%,0-35,0,120,N,Withdrawn
645045,EEE,2014J,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,90,N,Withdrawn
645151,EEE,2014J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
645462,EEE,2014J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn
645481,EEE,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn
645557,EEE,2014J,M,South Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
645847,EEE,2014J,M,South West Region,HE Qualification,60-70%,35-55,0,90,N,Withdrawn
645867,EEE,2014J,M,Scotland,HE Qualification,70-80%,0-35,0,120,N,Withdrawn
646097,EEE,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
646109,EEE,2014J,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
646218,EEE,2014J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
646459,EEE,2014J,M,London Region,HE Qualification,10-20,0-35,0,150,N,Withdrawn
646722,EEE,2014J,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
646747,EEE,2014J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
647184,EEE,2014J,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
647217,EEE,2014J,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
647405,EEE,2014J,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn
647432,EEE,2014J,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
647518,EEE,2014J,M,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
647791,EEE,2014J,M,West Midlands Region,No Formal quals,0-10%,0-35,0,30,N,Withdrawn
647887,EEE,2014J,F,London Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
648058,EEE,2014J,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
648250,EEE,2014J,F,London Region,HE Qualification,50-60%,0-35,0,90,N,Withdrawn
648429,EEE,2014J,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn
648440,EEE,2014J,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn
648652,EEE,2014J,M,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
648834,EEE,2014J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
648852,EEE,2014J,M,North Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
649001,EEE,2014J,M,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
649200,EEE,2014J,M,North Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn
649230,EEE,2014J,F,Scotland,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn
649248,EEE,2014J,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
649332,EEE,2014J,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
649701,EEE,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
649720,EEE,2014J,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
649755,EEE,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
649783,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
649840,EEE,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
649861,EEE,2014J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn
649863,EEE,2014J,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
650137,EEE,2014J,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
650192,EEE,2014J,M,North Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn
650223,EEE,2014J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
650334,EEE,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
650384,EEE,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
650578,EEE,2014J,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn
650849,EEE,2014J,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
651086,EEE,2014J,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
651156,EEE,2014J,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
651191,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn
651298,EEE,2014J,M,North Western Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
651361,EEE,2014J,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
651371,EEE,2014J,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
651384,EEE,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
651616,EEE,2014J,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
651839,EEE,2014J,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
651915,EEE,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
652233,EEE,2014J,M,London Region,HE Qualification,10-20,0-35,0,30,N,Withdrawn
652287,EEE,2014J,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Withdrawn
652571,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
652606,EEE,2014J,M,North Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
652667,EEE,2014J,M,London Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
653168,EEE,2014J,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
653177,EEE,2014J,F,West Midlands Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
653248,EEE,2014J,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
653360,EEE,2014J,M,North Western Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn
654202,EEE,2014J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
654295,EEE,2014J,F,Ireland,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn
654325,EEE,2014J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
654464,EEE,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
654570,EEE,2014J,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
654579,EEE,2014J,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
654755,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
654876,EEE,2014J,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
654888,EEE,2014J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
654933,EEE,2014J,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
655051,EEE,2014J,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn
655383,EEE,2014J,F,South East Region,Lower Than A Level,80-90%,0-35,0,360,N,Withdrawn
655484,EEE,2014J,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn
655558,EEE,2014J,M,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
655634,EEE,2014J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
656203,EEE,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
656535,EEE,2014J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
656825,EEE,2014J,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
656928,EEE,2014J,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn
656954,EEE,2014J,M,North Western Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn
657091,EEE,2014J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
657209,EEE,2014J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
674296,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,N,Withdrawn
674888,EEE,2014J,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
674965,EEE,2014J,M,North Region,A Level or Equivalent,30-40%,0-35,0,210,N,Withdrawn
675104,EEE,2014J,M,North Western Region,HE Qualification,20-30%,0-35,0,90,N,Withdrawn
675337,EEE,2014J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
675391,EEE,2014J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn
675495,EEE,2014J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
675853,EEE,2014J,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn
675972,EEE,2014J,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,90,N,Withdrawn
676025,EEE,2014J,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
676181,EEE,2014J,M,North Region,Lower Than A Level,,0-35,0,120,N,Withdrawn
677250,EEE,2014J,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
677416,EEE,2014J,M,North Region,Lower Than A Level,,0-35,0,90,N,Withdrawn
677507,EEE,2014J,M,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn
677631,EEE,2014J,M,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
677721,EEE,2014J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,240,N,Withdrawn
677772,EEE,2014J,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
677776,EEE,2014J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
678310,EEE,2014J,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
678613,EEE,2014J,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Withdrawn
678811,EEE,2014J,F,North Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn
678852,EEE,2014J,F,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
678860,EEE,2014J,M,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
679037,EEE,2014J,M,London Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
679431,EEE,2014J,M,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Withdrawn
679539,EEE,2014J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
679883,EEE,2014J,F,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
680074,EEE,2014J,F,London Region,Lower Than A Level,10-20,0-35,0,150,N,Withdrawn
680333,EEE,2014J,M,North Region,HE Qualification,0-10%,0-35,0,150,N,Withdrawn
680442,EEE,2014J,M,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn
680563,EEE,2014J,M,London Region,Lower Than A Level,0-10%,35-55,0,30,N,Withdrawn
680614,EEE,2014J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
680678,EEE,2014J,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn
680829,EEE,2014J,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
681095,EEE,2014J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn
681759,EEE,2014J,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
681852,EEE,2014J,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
681861,EEE,2014J,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
682041,EEE,2014J,M,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
682217,EEE,2014J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
682319,EEE,2014J,M,South Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn
682414,EEE,2014J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
682554,EEE,2014J,M,North Western Region,Lower Than A Level,30-40%,0-35,0,30,Y,Withdrawn
682575,EEE,2014J,F,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn
682673,EEE,2014J,F,South East Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
683640,EEE,2014J,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
684473,EEE,2014J,F,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
684498,EEE,2014J,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn
