,id_student,code_module_x,code_presentation,final_result,activity_type,id_site,num_of_prev_attempts,studied_credits,sum
29640,760729,AAA,2013J,Distinction,forumng,546655,0,60,325
29641,760729,AAA,2013J,Distinction,forumng,546656,0,60,92
29642,760729,AAA,2013J,Distinction,forumng,546657,0,60,479
29643,760729,AAA,2013J,Distinction,forumng,546658,0,60,46
29644,760729,AAA,2013J,Distinction,forumng,546659,0,60,27
29645,760729,AAA,2013J,Distinction,glossary,546660,0,60,4
29646,760729,AAA,2013J,Distinction,homepage,546614,0,60,1957
29647,760729,AAA,2013J,Distinction,oucontent,546662,0,60,123
29648,760729,AAA,2013J,Distinction,oucontent,546664,0,60,39
29649,760729,AAA,2013J,Distinction,oucontent,546665,0,60,35
29650,760729,AAA,2013J,Distinction,oucontent,546666,0,60,11
29651,760729,AAA,2013J,Distinction,oucontent,546667,0,60,21
29652,760729,AAA,2013J,Distinction,oucontent,546668,0,60,7
29653,760729,AAA,2013J,Distinction,oucontent,546669,0,60,9
29654,760729,AAA,2013J,Distinction,oucontent,546670,0,60,11
29655,760729,AAA,2013J,Distinction,oucontent,546671,0,60,14
29656,760729,AAA,2013J,Distinction,oucontent,546672,0,60,18
29657,760729,AAA,2013J,Distinction,oucontent,546674,0,60,18
29658,760729,AAA,2013J,Distinction,oucontent,546675,0,60,32
29659,760729,AAA,2013J,Distinction,oucontent,546676,0,60,35
29660,760729,AAA,2013J,Distinction,oucontent,546677,0,60,39
29661,760729,AAA,2013J,Distinction,oucontent,546678,0,60,38
29662,760729,AAA,2013J,Distinction,oucontent,546680,0,60,41
29663,760729,AAA,2013J,Distinction,oucontent,546681,0,60,36
29664,760729,AAA,2013J,Distinction,oucontent,546682,0,60,31
29665,760729,AAA,2013J,Distinction,oucontent,546683,0,60,19
29666,760729,AAA,2013J,Distinction,oucontent,546684,0,60,50
29667,760729,AAA,2013J,Distinction,oucontent,546685,0,60,71
29668,760729,AAA,2013J,Distinction,oucontent,546686,0,60,20
29669,760729,AAA,2013J,Distinction,oucontent,546687,0,60,8
29670,760729,AAA,2013J,Distinction,oucontent,546688,0,60,15
29671,760729,AAA,2013J,Distinction,oucontent,546690,0,60,13
29672,760729,AAA,2013J,Distinction,oucontent,546691,0,60,35
29673,760729,AAA,2013J,Distinction,oucontent,546692,0,60,40
29674,760729,AAA,2013J,Distinction,oucontent,546693,0,60,23
29675,760729,AAA,2013J,Distinction,oucontent,546694,0,60,31
29676,760729,AAA,2013J,Distinction,oucontent,546695,0,60,30
29677,760729,AAA,2013J,Distinction,oucontent,546696,0,60,22
29678,760729,AAA,2013J,Distinction,oucontent,546697,0,60,40
29679,760729,AAA,2013J,Distinction,oucontent,546699,0,60,19
29680,760729,AAA,2013J,Distinction,oucontent,546701,0,60,3
29681,760729,AAA,2013J,Distinction,oucontent,546702,0,60,18
29682,760729,AAA,2013J,Distinction,oucontent,546703,0,60,30
29683,760729,AAA,2013J,Distinction,oucontent,546705,0,60,14
29684,760729,AAA,2013J,Distinction,oucontent,546707,0,60,25
29685,760729,AAA,2013J,Distinction,oucontent,546709,0,60,48
29686,760729,AAA,2013J,Distinction,oucontent,546711,0,60,3
29687,760729,AAA,2013J,Distinction,oucontent,546712,0,60,24
29688,760729,AAA,2013J,Distinction,oucontent,546713,0,60,40
29689,760729,AAA,2013J,Distinction,oucontent,546714,0,60,21
29690,760729,AAA,2013J,Distinction,oucontent,546715,0,60,13
29691,760729,AAA,2013J,Distinction,oucontent,546716,0,60,24
29692,760729,AAA,2013J,Distinction,oucontent,546717,0,60,3
29693,760729,AAA,2013J,Distinction,oucontent,546719,0,60,58
29694,760729,AAA,2013J,Distinction,oucontent,546721,0,60,38
29695,760729,AAA,2013J,Distinction,oucontent,546723,0,60,53
29696,760729,AAA,2013J,Distinction,oucontent,546725,0,60,15
29697,760729,AAA,2013J,Distinction,oucontent,546726,0,60,1
29698,760729,AAA,2013J,Distinction,oucontent,546728,0,60,25
29699,760729,AAA,2013J,Distinction,oucontent,546731,0,60,94
29700,760729,AAA,2013J,Distinction,oucontent,546732,0,60,85
29701,760729,AAA,2013J,Distinction,oucontent,546733,0,60,61
29702,760729,AAA,2013J,Distinction,oucontent,546734,0,60,55
29703,760729,AAA,2013J,Distinction,oucontent,546735,0,60,14
29704,760729,AAA,2013J,Distinction,oucontent,546736,0,60,53
29705,760729,AAA,2013J,Distinction,oucontent,546737,0,60,10
29706,760729,AAA,2013J,Distinction,oucontent,546738,0,60,70
29707,760729,AAA,2013J,Distinction,oucontent,546739,0,60,67
29708,760729,AAA,2013J,Distinction,resource,546948,0,60,3
29709,760729,AAA,2013J,Distinction,resource,546954,0,60,5
29710,760729,AAA,2013J,Distinction,resource,546960,0,60,4
29711,760729,AAA,2013J,Distinction,resource,546966,0,60,3
29712,760729,AAA,2013J,Distinction,resource,546986,0,60,2
29713,760729,AAA,2013J,Distinction,resource,547001,0,60,2
29714,760729,AAA,2013J,Distinction,resource,547009,0,60,2
29715,760729,AAA,2013J,Distinction,resource,547011,0,60,1
29716,760729,AAA,2013J,Distinction,resource,547013,0,60,1
29717,760729,AAA,2013J,Distinction,resource,547017,0,60,13
29718,760729,AAA,2013J,Distinction,resource,547020,0,60,1
29719,760729,AAA,2013J,Distinction,resource,547024,0,60,2
29720,760729,AAA,2013J,Distinction,resource,547037,0,60,1
29721,760729,AAA,2013J,Distinction,subpage,546871,0,60,70
29722,760729,AAA,2013J,Distinction,subpage,546873,0,60,2
29723,760729,AAA,2013J,Distinction,subpage,546874,0,60,1
29724,760729,AAA,2013J,Distinction,subpage,546876,0,60,220
29725,760729,AAA,2013J,Distinction,subpage,546879,0,60,189
29726,760729,AAA,2013J,Distinction,url,546883,0,60,195
29727,760729,AAA,2013J,Distinction,url,546887,0,60,2
29728,760729,AAA,2013J,Distinction,url,546900,0,60,13
32194,1576513,AAA,2014J,Distinction,dataplus,877421,0,60,13
32195,1576513,AAA,2014J,Distinction,dataplus,877422,0,60,9
32196,1576513,AAA,2014J,Distinction,dataplus,877423,0,60,12
32197,1576513,AAA,2014J,Distinction,forumng,877011,0,60,715
32198,1576513,AAA,2014J,Distinction,forumng,877012,0,60,801
32199,1576513,AAA,2014J,Distinction,forumng,877015,0,60,3406
32200,1576513,AAA,2014J,Distinction,forumng,877023,0,60,110
32201,1576513,AAA,2014J,Distinction,forumng,877025,0,60,1494
32202,1576513,AAA,2014J,Distinction,forumng,877026,0,60,1353
32203,1576513,AAA,2014J,Distinction,homepage,877030,0,60,4338
32204,1576513,AAA,2014J,Distinction,oucollaborate,877380,0,60,1
32205,1576513,AAA,2014J,Distinction,oucontent,877031,0,60,15
32206,1576513,AAA,2014J,Distinction,oucontent,877032,0,60,146
32207,1576513,AAA,2014J,Distinction,oucontent,877033,0,60,1
32208,1576513,AAA,2014J,Distinction,oucontent,877034,0,60,18
32209,1576513,AAA,2014J,Distinction,oucontent,877035,0,60,20
32210,1576513,AAA,2014J,Distinction,oucontent,877036,0,60,5
32211,1576513,AAA,2014J,Distinction,oucontent,877037,0,60,89
32212,1576513,AAA,2014J,Distinction,oucontent,877038,0,60,9
32213,1576513,AAA,2014J,Distinction,oucontent,877039,0,60,40
32214,1576513,AAA,2014J,Distinction,oucontent,877040,0,60,141
32215,1576513,AAA,2014J,Distinction,oucontent,877041,0,60,169
32216,1576513,AAA,2014J,Distinction,oucontent,877042,0,60,153
32217,1576513,AAA,2014J,Distinction,oucontent,877043,0,60,3
32218,1576513,AAA,2014J,Distinction,oucontent,877044,0,60,59
32219,1576513,AAA,2014J,Distinction,oucontent,877045,0,60,21
32220,1576513,AAA,2014J,Distinction,oucontent,877046,0,60,27
32221,1576513,AAA,2014J,Distinction,oucontent,877047,0,60,16
32222,1576513,AAA,2014J,Distinction,oucontent,877049,0,60,2
32223,1576513,AAA,2014J,Distinction,oucontent,877050,0,60,4
32224,1576513,AAA,2014J,Distinction,oucontent,877051,0,60,31
32225,1576513,AAA,2014J,Distinction,oucontent,877052,0,60,45
32226,1576513,AAA,2014J,Distinction,oucontent,877053,0,60,66
32227,1576513,AAA,2014J,Distinction,oucontent,877054,0,60,11
32228,1576513,AAA,2014J,Distinction,oucontent,877055,0,60,51
32229,1576513,AAA,2014J,Distinction,oucontent,877056,0,60,29
32230,1576513,AAA,2014J,Distinction,oucontent,877058,0,60,39
32231,1576513,AAA,2014J,Distinction,oucontent,877059,0,60,102
32232,1576513,AAA,2014J,Distinction,oucontent,877061,0,60,42
32233,1576513,AAA,2014J,Distinction,oucontent,877062,0,60,62
32234,1576513,AAA,2014J,Distinction,oucontent,877064,0,60,72
32235,1576513,AAA,2014J,Distinction,oucontent,877065,0,60,2
32236,1576513,AAA,2014J,Distinction,oucontent,877066,0,60,6
32237,1576513,AAA,2014J,Distinction,oucontent,877067,0,60,61
32238,1576513,AAA,2014J,Distinction,oucontent,877068,0,60,5
32239,1576513,AAA,2014J,Distinction,oucontent,877069,0,60,4
32240,1576513,AAA,2014J,Distinction,oucontent,877070,0,60,37
32241,1576513,AAA,2014J,Distinction,oucontent,877071,0,60,1
32242,1576513,AAA,2014J,Distinction,oucontent,877072,0,60,2
32243,1576513,AAA,2014J,Distinction,oucontent,877073,0,60,17
32244,1576513,AAA,2014J,Distinction,oucontent,877074,0,60,43
32245,1576513,AAA,2014J,Distinction,oucontent,877075,0,60,26
32246,1576513,AAA,2014J,Distinction,oucontent,877076,0,60,159
32247,1576513,AAA,2014J,Distinction,oucontent,877077,0,60,23
32248,1576513,AAA,2014J,Distinction,oucontent,877078,0,60,24
32249,1576513,AAA,2014J,Distinction,oucontent,877079,0,60,12
32250,1576513,AAA,2014J,Distinction,oucontent,877080,0,60,107
32251,1576513,AAA,2014J,Distinction,oucontent,877081,0,60,23
32252,1576513,AAA,2014J,Distinction,oucontent,877082,0,60,20
32253,1576513,AAA,2014J,Distinction,oucontent,877084,0,60,44
32254,1576513,AAA,2014J,Distinction,oucontent,877085,0,60,26
32255,1576513,AAA,2014J,Distinction,oucontent,877086,0,60,7
32256,1576513,AAA,2014J,Distinction,oucontent,877087,0,60,3
32257,1576513,AAA,2014J,Distinction,oucontent,877088,0,60,34
32258,1576513,AAA,2014J,Distinction,oucontent,877089,0,60,108
32259,1576513,AAA,2014J,Distinction,oucontent,877091,0,60,47
32260,1576513,AAA,2014J,Distinction,oucontent,877092,0,60,2
32261,1576513,AAA,2014J,Distinction,oucontent,877093,0,60,29
32262,1576513,AAA,2014J,Distinction,oucontent,877094,0,60,92
32263,1576513,AAA,2014J,Distinction,oucontent,877095,0,60,18
32264,1576513,AAA,2014J,Distinction,oucontent,877096,0,60,22
32265,1576513,AAA,2014J,Distinction,oucontent,877098,0,60,7
32266,1576513,AAA,2014J,Distinction,oucontent,877099,0,60,13
32267,1576513,AAA,2014J,Distinction,oucontent,877100,0,60,21
32268,1576513,AAA,2014J,Distinction,resource,877138,0,60,30
32269,1576513,AAA,2014J,Distinction,resource,877140,0,60,5
32270,1576513,AAA,2014J,Distinction,resource,877151,0,60,3
32271,1576513,AAA,2014J,Distinction,resource,877152,0,60,2
32272,1576513,AAA,2014J,Distinction,resource,877158,0,60,1
32273,1576513,AAA,2014J,Distinction,resource,877162,0,60,1
32274,1576513,AAA,2014J,Distinction,resource,877180,0,60,3
32275,1576513,AAA,2014J,Distinction,resource,877182,0,60,3
32276,1576513,AAA,2014J,Distinction,resource,877187,0,60,1
32277,1576513,AAA,2014J,Distinction,resource,877211,0,60,5
32278,1576513,AAA,2014J,Distinction,resource,877220,0,60,2
32279,1576513,AAA,2014J,Distinction,resource,877224,0,60,28
32280,1576513,AAA,2014J,Distinction,resource,877228,0,60,4
32281,1576513,AAA,2014J,Distinction,resource,877230,0,60,93
32282,1576513,AAA,2014J,Distinction,resource,877231,0,60,3
32283,1576513,AAA,2014J,Distinction,resource,877236,0,60,13
32284,1576513,AAA,2014J,Distinction,resource,877237,0,60,1
32285,1576513,AAA,2014J,Distinction,resource,877240,0,60,1
32286,1576513,AAA,2014J,Distinction,resource,877241,0,60,8
32287,1576513,AAA,2014J,Distinction,resource,877246,0,60,1
32288,1576513,AAA,2014J,Distinction,resource,877256,0,60,1
32289,1576513,AAA,2014J,Distinction,resource,877266,0,60,1
32290,1576513,AAA,2014J,Distinction,resource,1010323,0,60,3
32291,1576513,AAA,2014J,Distinction,subpage,877128,0,60,52
32292,1576513,AAA,2014J,Distinction,subpage,877129,0,60,5
32293,1576513,AAA,2014J,Distinction,subpage,877132,0,60,1
32294,1576513,AAA,2014J,Distinction,subpage,877134,0,60,294
32295,1576513,AAA,2014J,Distinction,subpage,877135,0,60,50
32296,1576513,AAA,2014J,Distinction,url,877386,0,60,2
32297,1576513,AAA,2014J,Distinction,url,877387,0,60,5
32298,1576513,AAA,2014J,Distinction,url,877399,0,60,309
32494,1626710,AAA,2013J,Distinction,dataplus,547048,0,60,16
32495,1626710,AAA,2013J,Distinction,dataplus,547049,0,60,1
32496,1626710,AAA,2013J,Distinction,dataplus,547050,0,60,6
32497,1626710,AAA,2013J,Distinction,forumng,546644,0,60,254
32498,1626710,AAA,2013J,Distinction,forumng,546645,0,60,137
32499,1626710,AAA,2013J,Distinction,forumng,546647,0,60,54
32500,1626710,AAA,2013J,Distinction,forumng,546648,0,60,25
32501,1626710,AAA,2013J,Distinction,forumng,546649,0,60,94
32502,1626710,AAA,2013J,Distinction,forumng,546650,0,60,501
32503,1626710,AAA,2013J,Distinction,forumng,546651,0,60,288
32504,1626710,AAA,2013J,Distinction,forumng,546652,0,60,202
32505,1626710,AAA,2013J,Distinction,forumng,546653,0,60,63
32506,1626710,AAA,2013J,Distinction,forumng,546654,0,60,126
32507,1626710,AAA,2013J,Distinction,forumng,546655,0,60,315
32508,1626710,AAA,2013J,Distinction,forumng,546656,0,60,67
32509,1626710,AAA,2013J,Distinction,forumng,546657,0,60,545
32510,1626710,AAA,2013J,Distinction,forumng,546658,0,60,62
32511,1626710,AAA,2013J,Distinction,forumng,546659,0,60,41
32512,1626710,AAA,2013J,Distinction,glossary,546660,0,60,2
32513,1626710,AAA,2013J,Distinction,homepage,546614,0,60,1078
32514,1626710,AAA,2013J,Distinction,oucontent,546662,0,60,66
32515,1626710,AAA,2013J,Distinction,oucontent,546664,0,60,44
32516,1626710,AAA,2013J,Distinction,oucontent,546665,0,60,77
32517,1626710,AAA,2013J,Distinction,oucontent,546666,0,60,10
32518,1626710,AAA,2013J,Distinction,oucontent,546667,0,60,20
32519,1626710,AAA,2013J,Distinction,oucontent,546668,0,60,4
32520,1626710,AAA,2013J,Distinction,oucontent,546669,0,60,57
32521,1626710,AAA,2013J,Distinction,oucontent,546670,0,60,3
32522,1626710,AAA,2013J,Distinction,oucontent,546671,0,60,7
32523,1626710,AAA,2013J,Distinction,oucontent,546672,0,60,3
32524,1626710,AAA,2013J,Distinction,oucontent,546674,0,60,9
32525,1626710,AAA,2013J,Distinction,oucontent,546675,0,60,10
32526,1626710,AAA,2013J,Distinction,oucontent,546676,0,60,16
32527,1626710,AAA,2013J,Distinction,oucontent,546677,0,60,18
32528,1626710,AAA,2013J,Distinction,oucontent,546678,0,60,25
32529,1626710,AAA,2013J,Distinction,oucontent,546680,0,60,12
32530,1626710,AAA,2013J,Distinction,oucontent,546681,0,60,47
32531,1626710,AAA,2013J,Distinction,oucontent,546682,0,60,25
32532,1626710,AAA,2013J,Distinction,oucontent,546683,0,60,26
32533,1626710,AAA,2013J,Distinction,oucontent,546684,0,60,55
32534,1626710,AAA,2013J,Distinction,oucontent,546685,0,60,26
32535,1626710,AAA,2013J,Distinction,oucontent,546686,0,60,18
32536,1626710,AAA,2013J,Distinction,oucontent,546687,0,60,15
32537,1626710,AAA,2013J,Distinction,oucontent,546688,0,60,12
32538,1626710,AAA,2013J,Distinction,oucontent,546690,0,60,4
32539,1626710,AAA,2013J,Distinction,oucontent,546691,0,60,31
32540,1626710,AAA,2013J,Distinction,oucontent,546692,0,60,53
32541,1626710,AAA,2013J,Distinction,oucontent,546693,0,60,43
32542,1626710,AAA,2013J,Distinction,oucontent,546694,0,60,21
32543,1626710,AAA,2013J,Distinction,oucontent,546695,0,60,8
32544,1626710,AAA,2013J,Distinction,oucontent,546696,0,60,40
32545,1626710,AAA,2013J,Distinction,oucontent,546697,0,60,28
32546,1626710,AAA,2013J,Distinction,oucontent,546699,0,60,10
32547,1626710,AAA,2013J,Distinction,oucontent,546700,0,60,2
32548,1626710,AAA,2013J,Distinction,oucontent,546702,0,60,17
32549,1626710,AAA,2013J,Distinction,oucontent,546703,0,60,11
32550,1626710,AAA,2013J,Distinction,oucontent,546705,0,60,9
32551,1626710,AAA,2013J,Distinction,oucontent,546707,0,60,9
32552,1626710,AAA,2013J,Distinction,oucontent,546709,0,60,5
32553,1626710,AAA,2013J,Distinction,oucontent,546711,0,60,6
32554,1626710,AAA,2013J,Distinction,oucontent,546713,0,60,42
32555,1626710,AAA,2013J,Distinction,oucontent,546714,0,60,29
32556,1626710,AAA,2013J,Distinction,oucontent,546716,0,60,6
32557,1626710,AAA,2013J,Distinction,oucontent,546717,0,60,23
32558,1626710,AAA,2013J,Distinction,oucontent,546719,0,60,51
32559,1626710,AAA,2013J,Distinction,oucontent,546721,0,60,84
32560,1626710,AAA,2013J,Distinction,oucontent,546723,0,60,32
32561,1626710,AAA,2013J,Distinction,oucontent,546725,0,60,3
32562,1626710,AAA,2013J,Distinction,oucontent,546726,0,60,2
32563,1626710,AAA,2013J,Distinction,oucontent,546728,0,60,7
32564,1626710,AAA,2013J,Distinction,oucontent,546731,0,60,73
32565,1626710,AAA,2013J,Distinction,oucontent,546732,0,60,141
32566,1626710,AAA,2013J,Distinction,oucontent,546733,0,60,64
32567,1626710,AAA,2013J,Distinction,oucontent,546734,0,60,47
32568,1626710,AAA,2013J,Distinction,oucontent,546735,0,60,5
32569,1626710,AAA,2013J,Distinction,oucontent,546736,0,60,19
32570,1626710,AAA,2013J,Distinction,oucontent,546737,0,60,15
32571,1626710,AAA,2013J,Distinction,oucontent,546738,0,60,45
32572,1626710,AAA,2013J,Distinction,oucontent,546739,0,60,25
32573,1626710,AAA,2013J,Distinction,resource,546911,0,60,21
32574,1626710,AAA,2013J,Distinction,resource,546913,0,60,2
32575,1626710,AAA,2013J,Distinction,resource,546916,0,60,11
32576,1626710,AAA,2013J,Distinction,resource,546920,0,60,2
32577,1626710,AAA,2013J,Distinction,resource,546924,0,60,10
32578,1626710,AAA,2013J,Distinction,resource,546935,0,60,5
32579,1626710,AAA,2013J,Distinction,resource,546943,0,60,1
32580,1626710,AAA,2013J,Distinction,resource,546948,0,60,3
32581,1626710,AAA,2013J,Distinction,resource,546952,0,60,2
32582,1626710,AAA,2013J,Distinction,resource,546954,0,60,2
32583,1626710,AAA,2013J,Distinction,resource,546961,0,60,1
32584,1626710,AAA,2013J,Distinction,resource,546965,0,60,1
32585,1626710,AAA,2013J,Distinction,resource,546966,0,60,1
32586,1626710,AAA,2013J,Distinction,resource,546970,0,60,1
32587,1626710,AAA,2013J,Distinction,resource,546982,0,60,3
32588,1626710,AAA,2013J,Distinction,resource,546986,0,60,3
32589,1626710,AAA,2013J,Distinction,resource,546990,0,60,3
32590,1626710,AAA,2013J,Distinction,resource,547000,0,60,1
32591,1626710,AAA,2013J,Distinction,resource,547001,0,60,1
32592,1626710,AAA,2013J,Distinction,resource,547009,0,60,1
32593,1626710,AAA,2013J,Distinction,resource,547011,0,60,1
32594,1626710,AAA,2013J,Distinction,resource,547013,0,60,9
32595,1626710,AAA,2013J,Distinction,resource,547017,0,60,5
32596,1626710,AAA,2013J,Distinction,resource,547037,0,60,1
32597,1626710,AAA,2013J,Distinction,subpage,546871,0,60,36
32598,1626710,AAA,2013J,Distinction,subpage,546874,0,60,4
32599,1626710,AAA,2013J,Distinction,subpage,546876,0,60,177
32600,1626710,AAA,2013J,Distinction,subpage,546879,0,60,66
32601,1626710,AAA,2013J,Distinction,url,546883,0,60,154
32602,1626710,AAA,2013J,Distinction,url,546885,0,60,1
32603,1626710,AAA,2013J,Distinction,url,546896,0,60,2
32604,1626710,AAA,2013J,Distinction,url,546899,0,60,1
32605,1626710,AAA,2013J,Distinction,url,546900,0,60,1
32606,1629771,AAA,2014J,Distinction,dataplus,877423,0,60,1
32607,1629771,AAA,2014J,Distinction,forumng,877011,0,60,16
32608,1629771,AAA,2014J,Distinction,forumng,877012,0,60,21
32609,1629771,AAA,2014J,Distinction,forumng,877015,0,60,28
32610,1629771,AAA,2014J,Distinction,forumng,877023,0,60,15
32611,1629771,AAA,2014J,Distinction,forumng,877025,0,60,6
32612,1629771,AAA,2014J,Distinction,forumng,877026,0,60,8
32613,1629771,AAA,2014J,Distinction,glossary,877029,0,60,1
32614,1629771,AAA,2014J,Distinction,homepage,877030,0,60,143
32615,1629771,AAA,2014J,Distinction,oucontent,877031,0,60,2
32616,1629771,AAA,2014J,Distinction,oucontent,877033,0,60,2
32617,1629771,AAA,2014J,Distinction,oucontent,877035,0,60,5
32618,1629771,AAA,2014J,Distinction,oucontent,877037,0,60,3
32619,1629771,AAA,2014J,Distinction,oucontent,877038,0,60,3
32620,1629771,AAA,2014J,Distinction,oucontent,877039,0,60,7
32621,1629771,AAA,2014J,Distinction,oucontent,877040,0,60,21
32622,1629771,AAA,2014J,Distinction,oucontent,877043,0,60,4
32623,1629771,AAA,2014J,Distinction,oucontent,877044,0,60,3
32624,1629771,AAA,2014J,Distinction,oucontent,877045,0,60,1
32625,1629771,AAA,2014J,Distinction,oucontent,877046,0,60,8
32626,1629771,AAA,2014J,Distinction,oucontent,877051,0,60,15
32627,1629771,AAA,2014J,Distinction,oucontent,877052,0,60,14
32628,1629771,AAA,2014J,Distinction,oucontent,877053,0,60,10
32629,1629771,AAA,2014J,Distinction,oucontent,877058,0,60,4
32630,1629771,AAA,2014J,Distinction,oucontent,877064,0,60,3
32631,1629771,AAA,2014J,Distinction,oucontent,877066,0,60,3
32632,1629771,AAA,2014J,Distinction,oucontent,877069,0,60,1
32633,1629771,AAA,2014J,Distinction,oucontent,877074,0,60,11
32634,1629771,AAA,2014J,Distinction,oucontent,877076,0,60,6
32635,1629771,AAA,2014J,Distinction,oucontent,877077,0,60,1
32636,1629771,AAA,2014J,Distinction,oucontent,877079,0,60,12
32637,1629771,AAA,2014J,Distinction,oucontent,877085,0,60,19
32638,1629771,AAA,2014J,Distinction,oucontent,877091,0,60,13
32639,1629771,AAA,2014J,Distinction,oucontent,877093,0,60,15
32640,1629771,AAA,2014J,Distinction,oucontent,877094,0,60,20
32641,1629771,AAA,2014J,Distinction,oucontent,877095,0,60,1
32642,1629771,AAA,2014J,Distinction,oucontent,877096,0,60,8
32643,1629771,AAA,2014J,Distinction,resource,877142,0,60,1
32644,1629771,AAA,2014J,Distinction,resource,877210,0,60,1
32645,1629771,AAA,2014J,Distinction,resource,877231,0,60,3
32646,1629771,AAA,2014J,Distinction,resource,877237,0,60,2
32647,1629771,AAA,2014J,Distinction,resource,1010323,0,60,3
32648,1629771,AAA,2014J,Distinction,subpage,877128,0,60,14
32649,1629771,AAA,2014J,Distinction,subpage,877134,0,60,17
32650,1629771,AAA,2014J,Distinction,subpage,877135,0,60,12
32651,1629771,AAA,2014J,Distinction,url,877381,0,60,1
32652,1629771,AAA,2014J,Distinction,url,877386,0,60,2
32653,1629771,AAA,2014J,Distinction,url,877396,0,60,1
32654,1629771,AAA,2014J,Distinction,url,877399,0,60,10
32655,1629771,AAA,2014J,Distinction,url,877404,0,60,1
36130,2122180,AAA,2013J,Distinction,dataplus,547048,0,60,15
36131,2122180,AAA,2013J,Distinction,forumng,546644,0,60,162
36132,2122180,AAA,2013J,Distinction,forumng,546645,0,60,8
36133,2122180,AAA,2013J,Distinction,forumng,546647,0,60,27
36134,2122180,AAA,2013J,Distinction,forumng,546648,0,60,11
36135,2122180,AAA,2013J,Distinction,forumng,546649,0,60,23
36136,2122180,AAA,2013J,Distinction,forumng,546650,0,60,158
36137,2122180,AAA,2013J,Distinction,forumng,546651,0,60,68
36138,2122180,AAA,2013J,Distinction,forumng,546652,0,60,189
36139,2122180,AAA,2013J,Distinction,forumng,546653,0,60,88
36140,2122180,AAA,2013J,Distinction,forumng,546654,0,60,269
36141,2122180,AAA,2013J,Distinction,forumng,546655,0,60,65
36142,2122180,AAA,2013J,Distinction,forumng,546656,0,60,70
36143,2122180,AAA,2013J,Distinction,forumng,546657,0,60,162
36144,2122180,AAA,2013J,Distinction,forumng,546658,0,60,25
36145,2122180,AAA,2013J,Distinction,forumng,546659,0,60,37
36146,2122180,AAA,2013J,Distinction,glossary,546660,0,60,5
36147,2122180,AAA,2013J,Distinction,homepage,546614,0,60,859
36148,2122180,AAA,2013J,Distinction,oucollaborate,547067,0,60,6
36149,2122180,AAA,2013J,Distinction,oucontent,546662,0,60,56
36150,2122180,AAA,2013J,Distinction,oucontent,546664,0,60,21
36151,2122180,AAA,2013J,Distinction,oucontent,546665,0,60,26
36152,2122180,AAA,2013J,Distinction,oucontent,546666,0,60,4
36153,2122180,AAA,2013J,Distinction,oucontent,546667,0,60,43
36154,2122180,AAA,2013J,Distinction,oucontent,546668,0,60,6
36155,2122180,AAA,2013J,Distinction,oucontent,546669,0,60,46
36156,2122180,AAA,2013J,Distinction,oucontent,546670,0,60,7
36157,2122180,AAA,2013J,Distinction,oucontent,546671,0,60,11
36158,2122180,AAA,2013J,Distinction,oucontent,546672,0,60,15
36159,2122180,AAA,2013J,Distinction,oucontent,546674,0,60,7
36160,2122180,AAA,2013J,Distinction,oucontent,546675,0,60,58
36161,2122180,AAA,2013J,Distinction,oucontent,546676,0,60,16
36162,2122180,AAA,2013J,Distinction,oucontent,546677,0,60,52
36163,2122180,AAA,2013J,Distinction,oucontent,546678,0,60,10
36164,2122180,AAA,2013J,Distinction,oucontent,546680,0,60,74
36165,2122180,AAA,2013J,Distinction,oucontent,546681,0,60,40
36166,2122180,AAA,2013J,Distinction,oucontent,546682,0,60,21
36167,2122180,AAA,2013J,Distinction,oucontent,546683,0,60,62
36168,2122180,AAA,2013J,Distinction,oucontent,546684,0,60,51
36169,2122180,AAA,2013J,Distinction,oucontent,546685,0,60,34
36170,2122180,AAA,2013J,Distinction,oucontent,546686,0,60,47
36171,2122180,AAA,2013J,Distinction,oucontent,546687,0,60,40
36172,2122180,AAA,2013J,Distinction,oucontent,546688,0,60,43
36173,2122180,AAA,2013J,Distinction,oucontent,546689,0,60,2
36174,2122180,AAA,2013J,Distinction,oucontent,546690,0,60,11
36175,2122180,AAA,2013J,Distinction,oucontent,546691,0,60,44
36176,2122180,AAA,2013J,Distinction,oucontent,546692,0,60,82
36177,2122180,AAA,2013J,Distinction,oucontent,546693,0,60,33
36178,2122180,AAA,2013J,Distinction,oucontent,546694,0,60,63
36179,2122180,AAA,2013J,Distinction,oucontent,546695,0,60,45
36180,2122180,AAA,2013J,Distinction,oucontent,546696,0,60,52
36181,2122180,AAA,2013J,Distinction,oucontent,546697,0,60,75
36182,2122180,AAA,2013J,Distinction,oucontent,546699,0,60,22
36183,2122180,AAA,2013J,Distinction,oucontent,546700,0,60,40
36184,2122180,AAA,2013J,Distinction,oucontent,546702,0,60,15
36185,2122180,AAA,2013J,Distinction,oucontent,546703,0,60,2
36186,2122180,AAA,2013J,Distinction,oucontent,546705,0,60,14
36187,2122180,AAA,2013J,Distinction,oucontent,546706,0,60,4
36188,2122180,AAA,2013J,Distinction,oucontent,546707,0,60,61
36189,2122180,AAA,2013J,Distinction,oucontent,546709,0,60,17
36190,2122180,AAA,2013J,Distinction,oucontent,546712,0,60,7
36191,2122180,AAA,2013J,Distinction,oucontent,546713,0,60,99
36192,2122180,AAA,2013J,Distinction,oucontent,546714,0,60,21
