,score,score,score
697345,1.0,45.0,28.666666666666668
697417,50.0,100.0,72.6
697428,66.0,100.0,77.75
697433,80.0,90.0,85.0
697438,64.0,97.0,84.375
697460,2.0,75.0,45.75
697461,91.0,96.0,93.25
697474,35.0,60.0,52.285714285714285
697478,60.0,94.0,73.36363636363636
697482,70.0,88.0,79.0
697492,40.0,80.0,66.42857142857143
697525,75.0,100.0,87.5
697542,58.0,100.0,79.0
697561,1.0,60.0,40.6
697562,84.0,100.0,89.4
697567,67.0,98.0,91.33333333333333
697574,49.0,100.0,68.2
697578,1.0,83.0,59.8
697649,64.0,100.0,76.6
697653,50.0,100.0,67.5
697658,91.0,98.0,94.0
697665,46.0,46.0,46.0
697674,62.0,87.0,75.57142857142857
697705,70.0,87.0,80.2
697754,1.0,86.0,63.8
697781,69.0,91.0,79.75
697857,1.0,55.0,42.6
697878,65.0,92.0,85.33333333333333
697893,1.0,1.0,1.0
697909,1.0,68.0,34.5
697912,100.0,100.0,100.0
697948,20.0,85.0,50.5
697959,61.0,100.0,69.8
697960,1.0,76.0,54.4
697964,1.0,88.0,67.4
697998,59.0,96.0,78.875
698002,89.0,100.0,96.44444444444444
698010,1.0,85.0,54.25
698011,78.0,94.0,86.5
698015,63.0,90.0,78.83333333333333
698016,3.0,80.0,45.57142857142857
698020,8.0,8.0,8.0
698024,51.0,81.0,66.5
698092,40.0,48.0,44.0
698112,40.0,78.0,58.0
698163,40.0,100.0,77.44444444444444
698170,1.0,95.0,69.6
698180,1.0,90.0,58.0
698193,60.0,60.0,60.0
698198,64.0,100.0,77.66666666666667
698199,50.0,100.0,71.2
698200,1.0,68.0,34.5
698201,64.0,100.0,77.2
698203,61.0,100.0,70.6
698204,67.0,100.0,80.4
698205,85.0,100.0,92.5
698206,1.0,58.0,39.8
698207,62.0,100.0,83.4
698208,7.0,100.0,52.25
698256,1.0,75.0,56.2
698278,54.0,84.0,69.0
698299,67.0,100.0,92.77777777777777
698300,82.0,87.0,84.75
698345,1.0,75.0,53.8
698347,24.0,75.0,48.285714285714285
698351,33.0,95.0,67.66666666666667
698355,84.0,100.0,94.15384615384616
698357,1.0,85.0,56.333333333333336
698359,46.0,89.0,69.33333333333333
698362,1.0,94.0,69.8
698369,66.0,100.0,83.0
698384,69.0,87.0,80.08333333333333
698399,20.0,85.0,52.5
698407,56.0,56.0,56.0
698413,78.0,96.0,90.25
698417,65.0,80.0,71.75
698420,83.0,100.0,90.0
698432,1.0,42.0,27.666666666666668
698460,68.0,100.0,88.11111111111111
698463,75.0,100.0,87.4
698471,70.0,100.0,90.4
698485,66.0,98.0,80.75
698494,58.0,100.0,77.0
698507,1.0,85.0,58.6
698509,62.0,100.0,77.4
698548,75.0,100.0,87.88888888888889
698598,64.0,90.0,77.625
698656,40.0,96.0,77.33333333333333
698762,72.0,72.0,72.0
699007,76.0,100.0,84.8
699126,59.0,88.0,73.0
699127,27.0,88.0,61.166666666666664
699128,16.0,96.0,71.5
699134,91.0,97.0,94.25
699135,71.0,96.0,85.0
699136,89.0,89.0,89.0
699142,73.0,92.0,82.5
699153,54.0,100.0,66.8
699170,47.0,93.0,76.5
699370,62.0,62.0,62.0
699417,65.0,96.0,84.0
699435,68.0,100.0,80.8
699436,68.0,100.0,87.2
699437,67.0,100.0,87.4
699440,91.0,97.0,93.25
699461,20.0,100.0,60.55555555555556
699488,75.0,100.0,86.6
699498,1.0,65.0,47.6
699503,46.0,100.0,59.6
699628,75.0,100.0,91.0
699651,84.0,100.0,89.6
699656,1.0,87.0,67.0
700079,90.0,100.0,93.8
700086,1.0,60.0,39.2
700441,68.0,100.0,81.8
700458,100.0,100.0,100.0
700815,68.0,100.0,79.5
700820,1.0,90.0,61.8
704156,56.0,70.0,66.0
705379,78.0,83.0,80.8
721259,65.0,65.0,
749412,61.0,83.0,72.0
760729,80.0,83.0,81.2
836614,42.0,89.0,71.0
852847,27.0,42.0,34.5
856294,20.0,20.0,20.0
857856,100.0,100.0,100.0
879295,22.0,89.0,51.714285714285715
884652,74.0,74.0,74.0
895524,88.0,99.0,94.58333333333333
898594,80.0,98.0,90.83333333333333
905042,64.0,85.0,76.4
907261,78.0,100.0,91.28571428571429
909056,76.0,100.0,88.14285714285714
917586,84.0,100.0,94.44444444444444
921739,83.0,96.0,89.33333333333333
925553,60.0,94.0,80.8
928248,76.0,100.0,
941282,78.0,95.0,88.66666666666667
943374,31.0,91.0,62.61538461538461
949548,42.0,94.0,66.88888888888889
949618,48.0,72.0,61.8
957467,38.0,80.0,60.666666666666664
958987,75.0,78.0,77.2
962951,74.0,74.0,74.0
963176,62.0,62.0,62.0
965763,64.0,93.0,78.75
968578,62.0,77.0,72.0
969076,36.0,82.0,59.75
971027,55.0,76.0,68.0
973364,55.0,92.0,81.25
973526,87.0,100.0,93.5
978739,50.0,59.0,56.6
983970,31.0,85.0,65.42857142857143
984347,90.0,100.0,94.83333333333333
984619,70.0,90.0,76.77777777777777
985062,71.0,99.0,84.0
986561,68.0,98.0,87.66666666666667
988019,15.0,96.0,74.41666666666667
990155,78.0,99.0,89.16666666666667
991843,92.0,99.0,95.5
992544,90.0,100.0,94.8
996047,70.0,86.0,81.0
998493,63.0,75.0,68.8
999174,70.0,98.0,85.5
1006742,78.0,79.0,78.5
1008675,40.0,100.0,76.9090909090909
1017773,80.0,80.0,80.0
1018685,40.0,43.0,41.5
1021350,40.0,92.0,61.333333333333336
1023623,67.0,89.0,77.25
1026777,86.0,88.0,87.0
1031884,74.0,100.0,92.6875
1033968,50.0,75.0,60.0
1034674,78.0,98.0,88.91666666666667
1035023,65.0,73.0,70.0
1038161,42.0,94.0,65.375
1042726,0.0,97.0,69.5
1044992,56.0,92.0,78.76923076923077
1045091,74.0,74.0,74.0
1045203,78.0,81.0,79.4
1049036,55.0,89.0,76.28571428571429
1053702,87.0,96.0,91.25
1054876,62.0,76.0,69.0
1057883,50.0,78.0,63.8
1064492,82.0,100.0,93.75
1065824,86.0,96.0,92.0
1068316,17.0,86.0,49.72727272727273
1072259,28.0,92.0,71.66666666666667
1073766,55.0,100.0,84.25
1073767,73.0,94.0,85.0
1076015,38.0,100.0,85.55555555555556
1078701,46.0,100.0,84.5
1080206,71.0,93.0,81.28571428571429
1082062,80.0,100.0,90.16666666666667
1087710,79.0,80.0,79.5
1090738,24.0,86.0,66.0
1091274,56.0,89.0,69.25
1095916,0.0,100.0,75.5
1097354,64.0,99.0,84.25
1098728,40.0,100.0,71.66666666666667
1100143,85.0,98.0,91.66666666666667
1100639,56.0,80.0,69.66666666666667
1101190,72.0,100.0,85.33333333333333
1103608,69.0,99.0,86.57142857142857
1105438,73.0,100.0,85.375
1105478,76.0,90.0,82.6
1105628,56.0,90.0,76.14285714285714
1106724,40.0,40.0,40.0
1107079,70.0,81.0,74.66666666666667
1112555,62.0,72.0,66.8
1115623,50.0,89.0,73.2
1118218,67.0,67.0,67.0
1118284,80.0,97.0,91.91666666666667
1118432,1.0,95.0,71.6
1127413,80.0,100.0,90.63636363636364
1170618,82.0,100.0,92.6
1173473,66.0,95.0,77.71428571428571
1183831,66.0,76.0,71.33333333333333
1187586,73.0,100.0,90.0625
1253440,68.0,70.0,69.0
1268696,35.0,82.0,60.2
1268772,56.0,92.0,77.0
1270832,70.0,98.0,85.2
1282596,38.0,80.0,67.5
1301103,84.0,100.0,94.55555555555556
1307784,50.0,76.0,58.666666666666664
1311171,70.0,100.0,89.43478260869566
1318759,50.0,99.0,75.75
1319732,80.0,100.0,93.28571428571429
1319999,20.0,100.0,84.83333333333333
1332356,47.0,100.0,78.13333333333334
1332514,8.0,100.0,69.2
1332999,76.0,100.0,85.36363636363636
1334225,84.0,94.0,89.0
1337055,71.0,94.0,82.91666666666667
1340760,24.0,99.0,83.6923076923077
1340766,60.0,100.0,84.54545454545455
1341096,60.0,100.0,83.57142857142857
1341507,60.0,100.0,84.0909090909091
1345808,42.0,89.0,66.18181818181819
1346966,50.0,50.0,50.0
1347198,69.0,94.0,83.83333333333333
1347253,60.0,100.0,91.11111111111111
1347447,73.0,98.0,88.07142857142857
1348205,86.0,100.0,95.0
1351739,87.0,100.0,93.0
1352733,88.0,100.0,95.66666666666667
1352868,56.0,82.0,68.57142857142857
1354095,67.0,91.0,79.5
1355699,32.0,74.0,56.142857142857146
1359554,78.0,99.0,88.5
1360878,48.0,85.0,63.714285714285715
1360953,87.0,100.0,93.77777777777777
1375851,59.0,93.0,78.71428571428571
1380308,78.0,96.0,89.16666666666667
1382719,44.0,95.0,75.57142857142857
1384882,69.0,84.0,75.8
1390051,68.0,84.0,76.0
1391717,71.0,99.0,88.75
1392016,39.0,78.0,58.625
1393589,51.0,100.0,70.8
1397617,78.0,100.0,90.41666666666667
1397662,16.0,99.0,78.08333333333333
1398489,76.0,95.0,85.16666666666667
1398979,65.0,78.0,72.75
1399285,40.0,100.0,80.9090909090909
1399314,88.0,88.0,88.0
1401935,25.0,45.0,35.0
1402638,68.0,80.0,75.2
1405453,60.0,100.0,88.33333333333333
1405594,15.0,100.0,84.54545454545455
1406920,56.0,100.0,74.7
1409532,23.0,70.0,52.5
1410398,44.0,88.0,67.75
1411627,40.0,100.0,71.3
1413027,80.0,100.0,90.0
1413902,25.0,78.0,60.5
1413989,72.0,86.0,79.0
1414443,58.0,60.0,59.0
1416784,73.0,100.0,88.88888888888889
1417707,34.0,95.0,75.58333333333333
1419671,1.0,1.0,1.0
1420537,70.0,99.0,86.0
1420575,60.0,100.0,86.42857142857143
1421720,67.0,100.0,83.54545454545455
1422737,40.0,100.0,77.11111111111111
1424608,88.0,88.0,88.0
1425806,66.0,96.0,83.5
1428865,80.0,80.0,80.0
1429504,75.0,92.0,85.75
1430804,76.0,77.0,76.5
1431750,47.0,47.0,47.0
1432518,85.0,100.0,94.0
1436558,76.0,95.0,87.25
1436591,77.0,100.0,97.45454545454545
1438584,75.0,75.0,75.0
1439723,8.0,35.0,25.333333333333332
1440072,52.0,88.0,75.58333333333333
1440341,63.0,100.0,85.36363636363636
1440467,51.0,100.0,87.625
1442215,58.0,75.0,67.0
1442706,66.0,76.0,71.0
1442981,81.0,100.0,93.25
1442991,50.0,94.0,72.2
1444134,73.0,100.0,90.28571428571429
1444520,84.0,97.0,91.16666666666667
1446954,55.0,94.0,75.75
1448966,52.0,100.0,84.33333333333333
1449245,44.0,89.0,66.0
1449692,57.0,88.0,75.85714285714286
1450604,72.0,92.0,80.41666666666667
1453140,30.0,100.0,58.0
1453691,60.0,100.0,82.5
1455474,24.0,24.0,24.0
1456619,63.0,63.0,63.0
1457691,77.0,94.0,83.66666666666667
1461795,56.0,60.0,58.0
1464952,74.0,98.0,81.0
1465407,84.0,100.0,90.0909090909091
1465690,76.0,87.0,81.8
1467014,75.0,100.0,90.27272727272727
1468838,30.0,69.0,55.8
1470291,49.0,92.0,72.0
1470552,50.0,100.0,75.0
1471214,60.0,77.0,71.0
1472925,54.0,69.0,61.9
1473878,51.0,98.0,72.91666666666667
1474869,70.0,100.0,89.44444444444444
1474903,76.0,100.0,95.2
1477284,80.0,92.0,86.0
1478030,78.0,78.0,78.0
1478775,54.0,98.0,76.8
1480800,69.0,100.0,82.9090909090909
1482413,55.0,88.0,74.33333333333333
1483632,50.0,94.0,77.875
1483814,73.0,100.0,90.75
1484804,57.0,74.0,65.8
1485105,63.0,63.0,63.0
1485702,84.0,98.0,91.0
1486048,1.0,85.0,51.333333333333336
1487084,65.0,88.0,75.5
1488959,51.0,67.0,61.8
1490624,78.0,100.0,91.53846153846153
1491894,67.0,67.0,67.0
1492408,33.0,90.0,62.666666666666664
1492571,79.0,94.0,85.25
1493476,60.0,100.0,77.88888888888889
1493739,39.0,90.0,71.2
1494577,26.0,94.0,84.25
1497480,31.0,77.0,58.666666666666664
1497822,91.0,95.0,92.5
1498979,60.0,100.0,82.77777777777777
1500410,60.0,93.0,75.25
1500950,85.0,95.0,91.75
1501577,77.0,100.0,92.19047619047619
1501614,58.0,92.0,82.55555555555556
1502193,65.0,100.0,84.3
1503056,46.0,100.0,77.0
1504653,83.0,100.0,91.0
1507503,30.0,77.0,57.0
1509881,25.0,81.0,47.57142857142857
1510198,71.0,100.0,91.78571428571429
1510285,69.0,93.0,79.08333333333333
1511033,59.0,82.0,74.6
1512332,74.0,74.0,74.0
1513001,70.0,93.0,80.91666666666667
1514245,78.0,88.0,83.0
1515509,61.0,95.0,79.58333333333333
1518989,70.0,78.0,73.0
1521540,80.0,100.0,91.0
1521687,71.0,82.0,77.66666666666667
1522631,36.0,82.0,60.714285714285715
1525567,81.0,100.0,92.45454545454545
1526059,66.0,93.0,78.83333333333333
1526210,28.0,90.0,58.57142857142857
1526770,85.0,100.0,88.8
1528232,53.0,78.0,65.66666666666667
1529371,94.0,94.0,94.0
1530521,31.0,73.0,59.285714285714285
1531287,74.0,100.0,91.72727272727273
1531649,78.0,78.0,78.0
1532711,70.0,90.0,79.0
1532840,73.0,94.0,83.92857142857143
1533277,1.0,85.0,50.4
1534494,65.0,90.0,77.16666666666667
1534560,68.0,94.0,81.16666666666667
1534854,15.0,83.0,56.833333333333336
1536122,70.0,100.0,81.8
1536138,69.0,89.0,80.08333333333333
1536591,1.0,100.0,67.72727272727273
1536774,61.0,100.0,78.0909090909091
1540042,80.0,100.0,89.9
1541133,84.0,100.0,94.0
1541472,63.0,91.0,79.25
1541906,79.0,88.0,82.66666666666667
1547646,65.0,100.0,77.4
1548052,60.0,89.0,76.0
1549107,53.0,91.0,76.4
1551895,50.0,50.0,50.0
1552044,13.0,96.0,77.08333333333333
1554143,59.0,92.0,76.63636363636364
1558539,79.0,90.0,84.33333333333333
1559428,69.0,100.0,82.33333333333333
1559964,85.0,99.0,93.16666666666667
1560205,40.0,40.0,40.0
1560989,42.0,100.0,68.5
1561431,15.0,41.0,25.333333333333332
1561750,14.0,96.0,73.875
1562320,76.0,76.0,76.0
1563203,87.0,92.0,90.33333333333333
1563696,57.0,100.0,75.6
1564630,33.0,100.0,78.4
1564706,1.0,90.0,62.0
1567505,54.0,92.0,79.5
1568828,83.0,100.0,93.8
1569426,82.0,91.0,84.42857142857143
1573624,67.0,93.0,75.5
1574398,78.0,100.0,90.81818181818181
1576513,85.0,90.0,86.6
1577134,19.0,75.0,47.92857142857143
1578222,59.0,98.0,83.58333333333333
1580084,69.0,81.0,75.25
1581243,24.0,89.0,62.0
1583847,89.0,92.0,90.5
1584449,77.0,84.0,80.5
1585671,88.0,98.0,93.0
1585768,1.0,76.0,50.666666666666664
1587817,49.0,81.0,70.0
1588208,58.0,100.0,79.0
1588621,56.0,98.0,84.75
1589066,44.0,80.0,64.42857142857143
1591013,40.0,40.0,40.0
1591864,53.0,83.0,75.07692307692308
1592048,78.0,100.0,92.75
1593442,54.0,97.0,84.33333333333333
1593730,80.0,100.0,90.28571428571429
1594621,40.0,100.0,76.44444444444444
1601739,55.0,80.0,66.0
1603549,78.0,93.0,84.33333333333333
1609002,74.0,87.0,79.4
1610188,63.0,72.0,67.0
1611842,58.0,91.0,75.78571428571429
1611973,58.0,100.0,77.1
1612600,76.0,95.0,84.33333333333333
1614181,43.0,76.0,57.583333333333336
1615392,71.0,97.0,84.5
1618172,79.0,88.0,83.5
1618738,67.0,84.0,79.6
1620151,70.0,85.0,77.5
1620593,87.0,90.0,88.5
1621041,82.0,94.0,88.33333333333333
1622020,9.0,87.0,56.72727272727273
1622944,89.0,91.0,90.0
1623795,1.0,80.0,58.6
1624025,83.0,89.0,85.9
1624443,67.0,100.0,86.0909090909091
1624707,55.0,100.0,87.63636363636364
1625718,80.0,100.0,92.0909090909091
1626021,35.0,100.0,80.5
1626418,34.0,80.0,50.357142857142854
1626710,82.0,86.0,84.6
1627017,60.0,100.0,77.2
1627052,59.0,94.0,81.16666666666667
1629771,74.0,85.0,80.2
1631797,74.0,94.0,84.625
1632487,54.0,94.0,77.0
1633695,72.0,100.0,91.0
1634278,23.0,90.0,64.5
1636725,70.0,97.0,83.83333333333333
1638119,40.0,80.0,65.92857142857143
1638425,32.0,67.0,48.5
1638548,79.0,91.0,86.33333333333333
1639699,64.0,93.0,79.08333333333333
1640609,83.0,86.0,85.0
1640680,49.0,96.0,80.72727272727273
1640773,81.0,100.0,91.71428571428571
1641117,74.0,100.0,85.08333333333333
1641344,92.0,100.0,96.0
1644266,6.0,59.0,37.666666666666664
1644328,40.0,97.0,68.5
1644647,83.0,99.0,90.91666666666667
1646172,46.0,92.0,70.83333333333333
1651020,62.0,85.0,74.75
1651198,11.0,81.0,52.5
1656486,28.0,67.0,50.0
1656527,60.0,72.0,66.0
1656979,1.0,100.0,75.2
1658963,41.0,96.0,80.0
1659662,65.0,100.0,85.81818181818181
1661490,19.0,78.0,61.4
1661805,83.0,100.0,94.25
1663815,83.0,83.0,83.0
1664171,92.0,92.0,92.0
1664280,85.0,100.0,88.2
1664920,41.0,97.0,75.28571428571429
1667087,74.0,98.0,86.57142857142857
1667346,88.0,93.0,91.25
1668372,56.0,67.0,61.333333333333336
1668504,70.0,100.0,88.76923076923077
1671022,84.0,100.0,89.66666666666667
1671208,79.0,96.0,85.0
1671761,57.0,72.0,66.0
1671811,35.0,89.0,65.8125
1673876,70.0,70.0,70.0
1674799,48.0,100.0,86.41666666666667
1674804,70.0,100.0,92.0
1677677,48.0,86.0,74.18181818181819
1678014,40.0,40.0,40.0
1678401,54.0,100.0,69.2
1678445,80.0,100.0,90.55555555555556
1678617,70.0,86.0,81.0
1678800,42.0,96.0,79.625
1679610,77.0,97.0,87.25
1679727,71.0,89.0,77.0
1679862,78.0,78.0,78.0
1681946,89.0,100.0,93.25
1683192,68.0,68.0,68.0
1683803,37.0,87.0,64.75
1684787,53.0,88.0,76.3
1686521,68.0,68.0,68.0
1686551,80.0,80.0,80.0
1687996,17.0,77.0,48.111111111111114
1689069,72.0,90.0,84.42857142857143
1689081,70.0,100.0,89.44444444444444
1689639,63.0,78.0,70.5
1689730,79.0,96.0,88.0
1690836,76.0,97.0,90.57142857142857
1691815,36.0,90.0,59.666666666666664
1692156,56.0,100.0,80.4
1694120,76.0,94.0,83.33333333333333
1694780,80.0,100.0,89.25
1695710,62.0,100.0,84.9090909090909
1696174,59.0,92.0,72.92307692307692
1699264,60.0,100.0,83.44444444444444
1699445,74.0,100.0,84.16666666666667
1700371,72.0,93.0,81.5
1713615,88.0,99.0,93.85714285714286
1715237,80.0,92.0,86.2
1715896,70.0,85.0,78.0
1716492,13.0,88.0,57.0
1719114,66.0,100.0,83.81818181818181
1719566,24.0,75.0,50.61538461538461
1720448,55.0,100.0,88.66666666666667
1720712,86.0,100.0,92.66666666666667
1721270,30.0,73.0,58.0
1721462,58.0,100.0,74.6
1721891,38.0,74.0,52.857142857142854
1722493,45.0,98.0,66.16666666666667
1723019,38.0,87.0,66.83333333333333
1723564,0.0,100.0,63.857142857142854
1723749,45.0,100.0,
1725109,92.0,100.0,97.5
1726951,73.0,100.0,85.72727272727273
1728437,60.0,100.0,79.45454545454545
1729319,73.0,82.0,78.2
1729833,70.0,100.0,90.55555555555556
1730702,53.0,80.0,62.0
1731564,60.0,100.0,80.33333333333333
1732219,67.0,100.0,77.9090909090909
1732956,1.0,86.0,59.4
1733023,73.0,100.0,82.8
1733160,35.0,95.0,63.2
1733664,63.0,80.0,74.75
1734156,60.0,100.0,78.125
1735651,4.0,90.0,52.0
1735653,33.0,84.0,64.33333333333333
1738364,70.0,94.0,83.58333333333333
1738582,86.0,100.0,95.2
1739026,27.0,83.0,57.22222222222222
1742834,71.0,93.0,84.83333333333333
1744800,11.0,11.0,11.0
1744817,76.0,97.0,85.25
1746134,81.0,87.0,83.8
1747824,88.0,100.0,94.57142857142857
1747892,60.0,100.0,82.27272727272727
1750405,20.0,20.0,20.0
1752098,44.0,94.0,70.0
1752813,71.0,100.0,88.55555555555556
1752834,64.0,100.0,76.8
1752994,59.0,100.0,91.18181818181819
1753235,28.0,90.0,70.0
1753458,90.0,100.0,97.44444444444444
1753965,40.0,100.0,79.72727272727273
1755594,77.0,100.0,95.0
1756165,10.0,82.0,56.142857142857146
1756915,50.0,80.0,68.0
1757548,57.0,100.0,84.42857142857143
1757561,72.0,100.0,82.66666666666667
1757662,80.0,99.0,88.5
1757766,62.0,75.0,70.4
1758449,57.0,65.0,61.0
1759799,77.0,100.0,90.58333333333333
1759851,40.0,100.0,66.08333333333333
1761013,70.0,98.0,88.33333333333333
1762336,57.0,98.0,83.0
1763186,67.0,93.0,80.42857142857143
1763378,50.0,50.0,50.0
1763653,80.0,100.0,89.6
1763786,95.0,97.0,95.5
1765045,60.0,60.0,60.0
1765788,57.0,74.0,66.2
1766303,63.0,86.0,75.66666666666667
1766513,62.0,84.0,75.0
1767786,81.0,81.0,81.0
1768223,55.0,92.0,71.25
1769985,52.0,78.0,67.5
1770733,60.0,100.0,77.63636363636364
1771053,60.0,60.0,60.0
1771775,59.0,92.0,78.5
1772429,36.0,100.0,78.58333333333333
1773377,72.0,76.0,74.6
1773925,85.0,100.0,97.0
1774071,10.0,48.0,33.333333333333336
1774297,60.0,85.0,75.33333333333333
1776925,64.0,100.0,77.14285714285714
1777223,34.0,87.0,73.11111111111111
1777511,56.0,73.0,64.71428571428571
1777563,40.0,100.0,72.77777777777777
1778145,72.0,100.0,83.5
1780737,40.0,91.0,65.5
1780949,60.0,100.0,82.33333333333333
1781804,43.0,60.0,51.5
1781834,40.0,96.0,81.3076923076923
1782236,55.0,100.0,81.77777777777777
1782581,92.0,95.0,93.0
1782665,70.0,100.0,85.0
1784775,47.0,85.0,71.9090909090909
1784816,47.0,100.0,67.6
1786380,75.0,100.0,87.63636363636364
1788974,79.0,100.0,89.5
1789199,49.0,100.0,72.36363636363636
1789319,68.0,86.0,78.25
1796402,60.0,87.0,77.45454545454545
1797068,75.0,94.0,85.0
1797168,41.0,100.0,75.6
1797614,85.0,100.0,94.0
1799111,72.0,83.0,77.4
1799963,60.0,60.0,60.0
1801229,73.0,79.0,76.8
1801641,72.0,85.0,77.4
1804143,13.0,81.0,63.9
1808622,60.0,100.0,90.11111111111111
1809578,69.0,94.0,82.33333333333333
1810414,16.0,93.0,60.76923076923077
1810759,62.0,89.0,78.66666666666667
1813486,86.0,86.0,86.0
1813493,1.0,70.0,49.75
1813731,77.0,100.0,93.55555555555556
1816458,72.0,100.0,93.41666666666667
1817515,69.0,100.0,84.2
1817710,85.0,100.0,91.08333333333333
1818385,48.0,88.0,73.45454545454545
1818673,86.0,86.0,86.0
1818677,30.0,85.0,59.6
1819994,80.0,94.0,90.28571428571429
1821249,74.0,90.0,80.66666666666667
1822731,31.0,73.0,56.285714285714285
1826729,23.0,31.0,27.0
1826819,94.0,100.0,97.4
1827650,60.0,100.0,90.55555555555556
1828112,50.0,50.0,50.0
1828753,81.0,100.0,92.88888888888889
1829654,15.0,80.0,56.45454545454545
1830666,75.0,75.0,75.0
1832218,1.0,84.0,61.0
1832492,30.0,76.0,56.0
1833107,76.0,76.0,76.0
1835389,1.0,78.0,57.4
1835411,83.0,94.0,89.42857142857143
1836241,79.0,95.0,86.0
1836988,69.0,87.0,77.5
1837138,86.0,100.0,93.66666666666667
1839012,59.0,88.0,71.75
1839181,85.0,94.0,88.75
1839386,40.0,40.0,40.0
1840034,57.0,100.0,81.9
1841267,48.0,68.0,58.666666666666664
1841303,67.0,80.0,73.5
1841850,67.0,82.0,74.5
1843026,37.0,89.0,66.92307692307692
1843123,60.0,100.0,80.6
1843355,11.0,67.0,39.18181818181818
1844150,51.0,92.0,73.18181818181819
1845093,42.0,67.0,56.0
1846751,70.0,92.0,81.08333333333333
1847146,60.0,100.0,73.18181818181819
1847481,69.0,95.0,80.16666666666667
1847830,60.0,83.0,71.0
1848820,60.0,77.0,66.33333333333333
1850818,24.0,88.0,51.4
1851108,94.0,100.0,96.33333333333333
1852968,79.0,100.0,90.5
1855583,60.0,89.0,74.0
1856869,53.0,96.0,71.45454545454545
1858523,20.0,100.0,59.888888888888886
1859038,61.0,100.0,90.27272727272727
1860171,74.0,100.0,92.66666666666667
1860318,57.0,72.0,62.6
1861445,70.0,70.0,70.0
1861793,97.0,100.0,99.25
1861830,89.0,97.0,92.5
1863244,65.0,85.0,75.0
1864086,22.0,88.0,65.14285714285714
1864697,88.0,100.0,95.5
1866233,74.0,92.0,81.0
1866742,65.0,100.0,88.72727272727273
1867563,60.0,90.0,75.0
1868389,44.0,44.0,44.0
1870830,41.0,100.0,71.91666666666667
1871598,81.0,100.0,94.41666666666667
1871684,37.0,83.0,66.0
1873505,75.0,100.0,86.875
1874160,74.0,100.0,85.4375
1874363,53.0,78.0,65.85714285714286
1874935,1.0,95.0,62.2
1875728,61.0,93.0,76.16666666666667
1876636,60.0,100.0,88.76190476190476
1877015,92.0,100.0,96.0
1877634,81.0,100.0,92.27272727272727
1877902,68.0,98.0,88.41666666666667
1878648,83.0,96.0,92.5
1878918,60.0,89.0,77.27272727272727
1879272,8.0,71.0,36.333333333333336
1879321,86.0,100.0,93.41666666666667
1879751,78.0,95.0,86.71428571428571
1881062,63.0,95.0,79.57142857142857
1881231,76.0,96.0,85.33333333333333
1882021,60.0,100.0,86.66666666666667
1882255,80.0,88.0,84.83333333333333
1884024,64.0,84.0,74.0
1886295,83.0,100.0,92.63636363636364
1887108,85.0,98.0,92.83333333333333
1887928,58.0,77.0,65.42857142857143
1888343,70.0,96.0,88.33333333333333
1889511,64.0,78.0,72.0
1889565,80.0,100.0,86.9090909090909
1889577,68.0,84.0,73.6
1889752,42.0,96.0,70.41666666666667
1891028,1.0,72.0,36.5
1891323,80.0,100.0,86.4
1894188,67.0,76.0,70.4
1894419,10.0,74.0,48.5
1894634,36.0,69.0,57.166666666666664
1895288,85.0,100.0,93.25
1896088,40.0,93.0,62.75
1897054,74.0,96.0,86.77777777777777
1897611,77.0,100.0,92.88888888888889
1901764,49.0,100.0,79.5
1902240,68.0,100.0,89.76923076923077
1903095,1.0,83.0,64.0
1903477,27.0,93.0,72.33333333333333
1903527,67.0,100.0,88.27272727272727
1903677,67.0,100.0,78.81818181818181
1904710,73.0,73.0,73.0
1904916,34.0,70.0,52.5
1905259,77.0,93.0,85.16666666666667
1906003,17.0,92.0,62.0
1906919,40.0,98.0,81.63636363636364
1907755,94.0,100.0,98.0
1910049,78.0,96.0,87.5
1910175,60.0,100.0,83.45454545454545
1910737,84.0,89.0,87.0
1911513,75.0,100.0,88.5
1912438,85.0,100.0,96.0
1913166,78.0,96.0,87.83333333333333
1913435,80.0,96.0,88.0
1913872,26.0,85.0,60.07692307692308
1915408,73.0,86.0,80.75
1915795,60.0,80.0,65.71428571428571
1915824,42.0,96.0,67.88888888888889
1916140,55.0,100.0,79.88888888888889
1917311,80.0,93.0,86.14285714285714
1917335,32.0,95.0,75.41666666666667
1917796,55.0,88.0,75.83333333333333
1919240,72.0,90.0,83.41666666666667
1919940,80.0,98.0,90.58333333333333
1922200,60.0,74.0,66.33333333333333
1923618,61.0,100.0,88.9090909090909
1924641,14.0,89.0,47.90909090909091
1925789,77.0,96.0,86.42857142857143
1926542,1.0,82.0,59.2
1926668,58.0,68.0,62.2
1928536,0.0,100.0,48.25
1928947,25.0,84.0,60.916666666666664
1930019,50.0,100.0,79.375
1930146,20.0,56.0,41.0
1930367,80.0,100.0,86.5
1930644,9.0,88.0,52.5
1930949,76.0,80.0,78.0
1931810,80.0,80.0,80.0
1932474,60.0,100.0,79.0909090909091
1933534,34.0,96.0,57.63636363636363
1934810,62.0,98.0,82.75
1935155,65.0,93.0,81.42857142857143
1935487,63.0,100.0,84.5
1935735,20.0,96.0,62.333333333333336
1936285,86.0,100.0,94.22222222222223
1936679,65.0,87.0,75.33333333333333
1937511,60.0,60.0,60.0
1937822,69.0,100.0,85.6
1937864,53.0,100.0,79.63636363636364
